fen,result
"2k3r1/2p5/1p6/p1n4p/P5P1/1P2R2P/8/5RK1 w - - 0 41",1.0
"2k3r1/8/2p5/ppn4p/P2R2P1/1P2R2P/8/6K1 w - - 0 43",1.0
"6r1/8/1k6/ppn5/3R2P1/1P2R3/8/6K1 w - - 0 47",1.0
"6r1/k7/8/p1n5/1p1R2P1/1P2R3/8/6K1 w - - 0 49",1.0
"4r3/k7/8/p4KP1/1p1R4/1P3R2/5n2/8 w - - 9 55",1.0
"4r3/3R4/1k4P1/p4K2/1p2n3/1P3R2/8/8 w - - 1 57",1.0
"4r3/6P1/2k5/p1n2K2/1p1R4/1P3R2/8/8 w - - 3 59",1.0
"6r1/1n4P1/2k2K2/p7/1p1R4/1P4R1/8/8 w - - 7 61",1.0
"6Q1/1n3K2/2k5/p7/1p1r4/1P4R1/8/8 w - - 0 63",1.0
"2Q5/1n3K2/1k1r2R1/p7/1p6/1P6/8/8 w - - 4 65",1.0
"8/3Q4/1k4K1/p1n5/1p6/1P6/8/8 w - - 1 67",1.0
"8/8/1k6/p1nQ2K1/1p6/1P6/8/8 w - - 5 69",1.0
"8/8/1k6/p1nQ2K1/1p6/1P6/8/8 w - - 9 71",1.0
"8/8/1k6/p1n2K2/1pQ5/1P6/8/8 w - - 13 73",1.0
"8/8/1k6/p1n2K2/1pQ5/1P6/8/8 w - - 17 75",1.0
"8/8/n3Q3/pk6/1p3K2/1P6/8/8 w - - 21 77",1.0
"8/8/n3Q3/pk6/1p3K2/1P6/8/8 w - - 25 79",1.0
"8/8/n3Q3/pk6/1p3K2/1P6/8/8 w - - 29 81",1.0
"8/8/n3Q3/pk6/1p3K2/1P6/8/8 w - - 33 83",1.0
"8/1nk5/8/p2K4/1p1Q4/1P6/8/8 w - - 41 87",1.0
"8/1nk5/8/p7/1pK1Q3/1P6/8/8 w - - 45 89",1.0
"8/1nk5/4Q3/p7/1pK5/1P6/8/8 w - - 49 91",1.0
"1k1n4/8/1K2Q3/p7/1p6/1P6/8/8 w - - 53 93",1.0
"rn1qkb1r/pp2pp2/2p2n1p/3p2p1/6b1/3BP3/PPPP1PPP/RNBQK1NR w KQkq - 4 7",1.0
"rn1qkb1r/pp2pp2/2p2n1p/3p4/6p1/3BPQ2/PPPP1PPP/RNB1K2R w KQkq - 0 9",1.0
"r2qkb1r/pp2pp2/2p2n1p/3pnB2/6p1/4P3/PPPPQPPP/RNB1K2R w KQkq - 4 11",1.0
"r3k2r/ppq1bp2/2p1pn1p/3p4/3Q2p1/4P3/PPPP1PPP/RNB2RK1 w kq - 3 15",1.0
"r3k2r/1pq1bp2/4pn1p/p1pp4/3QP1p1/2N5/PPPP1PPP/R1B2RK1 w kq - 0 17",1.0
"r6r/1p1kbp2/4pn1p/p1pp4/4P1p1/2N5/PPPP1PPP/R1B2RK1 w - - 0 19",1.0
"r6r/1p1kbp2/4p2p/p1p1P2n/3p2p1/2NP4/PPP2PPP/R1B2RK1 w - - 0 21",1.0
"r6r/1p2bp2/2k1p2p/p1p1P2n/N2p4/3P1Pp1/PPP3PP/R1B2RK1 w - - 0 23",1.0
"r6r/4bpn1/2k1p2p/ppp1P3/6P1/2NP1P2/PP5K/R1B2R2 w - - 1 27",1.0
"r6r/4bpn1/2k1p3/p1p1P2p/Pp4P1/2NP1P2/1P6/R1B2RK1 w - - 0 29",1.0
"7r/3r1pn1/2k1p3/p1p1P1N1/Pp4Pp/3P1P2/1P3R2/R5K1 w - - 3 33",1.0
"4n2r/3r1p2/2k1p3/p1p1P1N1/P5Pp/1p1P1P2/1P5R/2R3K1 w - - 2 35",1.0
"4n2r/4kp2/4p3/1R2P3/P3N1Pp/1p1r1P2/1P4KR/8 w - - 5 41",1.0
"r7/4k3/5n2/P1Np4/6P1/1p3PKR/1P6/8 w - - 1 47",1.0
"8/8/5k2/3p4/8/5PKR/1r1N4/8 w - - 0 51",1.0
"8/8/4k3/8/3p1P2/6K1/1r1N3R/8 w - - 0 53",1.0
"8/8/2k5/7R/3p1P2/5K2/1r1N4/8 w - - 4 55",1.0
"8/8/4k3/7R/3p1P2/3K4/1r1N4/8 w - - 8 57",1.0
"8/5k2/8/4R3/1r1pNP2/3K4/8/8 w - - 12 59",1.0
"8/8/4k3/8/4NP2/4K3/8/8 w - - 3 63",1.0
"8/8/4k3/8/5P2/4KN2/8/8 w - - 7 65",1.0
"8/8/8/4kP2/3N4/4K3/8/8 w - - 1 67",1.0
"8/5k2/8/5P2/3NK3/8/8/8 w - - 5 69",1.0
"3k4/8/4K3/5P2/3N4/8/8/8 w - - 9 71",1.0
"5k2/5P2/4K3/8/3N4/8/8/8 w - - 1 73",1.0
"8/4KP2/6k1/8/8/5N2/8/8 w - - 5 75",1.0
"5Q2/4K3/6k1/8/3N4/8/8/8 w - - 3 77",1.0
"8/8/4K2k/8/3N4/5Q2/8/8 w - - 7 79",1.0
"8/8/7k/3K1Q2/3N4/8/8/8 w - - 11 81",1.0
"7k/8/8/3K2Q1/3N4/8/8/8 w - - 15 83",1.0
"r1bqkb2/ppppppp1/2n2n2/8/8/2NBPN1r/PPPP1P1P/R1BQ1RK1 w q - 2 7",0.0
"r1bqkb2/ppppppp1/2n5/8/4N1nr/2NBP3/PPPP1P1P/R1BQ1RK1 w q - 6 9",0.0
"r1bqkb2/ppp1p1p1/2n2p2/3p2N1/7r/2NPP2P/PP1P1P1K/R1BQ1R2 w q - 0 13",0.0
"r1b1kb2/ppp1p1p1/2nq1p2/3p4/8/2NPPN1r/PP1P1P2/R1BQ1RK1 w q - 0 15",0.0
"r1bq1b2/ppp2kp1/5p2/3pp3/P2N4/3PP2r/1P1P1P2/R1BQ1RK1 w - - 0 19",0.0
"r1bq1bk1/pp4p1/2p2p2/1N1pp3/P7/3PP2r/1PQP1P2/R1B2RK1 w - - 0 21",0.0
"r1bq2k1/pp4p1/2pb1p2/3pp3/P6r/3PP3/1PQPNP2/R1B2RK1 w - - 4 23",0.0
"r1bq2k1/1p4p1/2pb4/p2ppp2/P6r/1Q1PP1N1/1P1P1P2/R1B2RK1 w - - 0 25",0.0
"r1bq2k1/1p4p1/3b4/p1pPp3/P4p1r/1Q1P2N1/1P1P1P2/R1B2RK1 w - - 0 27",0.0
"r1bq2k1/1p4p1/3b4/p1pPp3/P5r1/1Q1P2p1/1P1P1P2/R1B2RK1 w - - 0 29",0.0
"r1b3k1/1p4p1/3b4/p1pPp3/P7/1Q1PK1p1/1P1P3q/R1B2r2 w - - 0 33",0.0
"r1b1kb1r/p1qppppp/n1p2n2/8/1p1N4/2N1P3/PPPPBPPP/R1BQ1RK1 w kq - 0 7",1.0
"r1b1kb1r/p2pppp1/n1p2n2/4q2p/NpBN4/4P3/PPPP1PPP/R1BQ1RK1 w kq - 0 9",1.0
"r1b1kb1r/p2ppp2/n1N2n2/6pp/NpB1q3/4PQ2/PPPP1PPP/R1B2RK1 w kq - 1 11",1.0
"r1b1kb2/p2ppp1r/n7/4N1pp/NpB1n3/4P3/PPPP1PPP/R1B2RK1 w q - 0 13",1.0
"1rb1kb2/p2ppp1r/n7/3BN1pp/Np6/4P3/PPPB1PPP/R4RK1 w - - 1 15",1.0
"1rb1kb2/p2p1p2/n3p2r/3BN1pp/Np6/4P3/PPPB1PPP/R4RK1 w - - 0 17",1.0
"1rb1kb2/p2p4/n3p2r/5ppp/Np2B3/3NP3/PPPB1PPP/R4RK1 w - - 0 19",1.0
"4kb2/pr1p4/n3p2r/5ppp/Np6/3NP3/PPPB1PPP/R4RK1 w - - 0 21",1.0
"4kb2/pr1p4/n3p2r/5p2/NpP2Ppp/3NP3/PP1B2PP/R4RK1 w - - 0 23",1.0
"4kb2/pr6/n2pp2r/4Np2/N1P2Ppp/Pp2P3/1P1B2PP/R4RK1 w - - 0 25",1.0
"4kb2/pr6/n1Npp2r/5p2/N1P2P2/Pp2P2p/1P1B3P/R4RK1 w - - 0 27",1.0
"1r2kb2/p7/n2pp1r1/N4p2/N1P2P2/Pp2P2p/1P1B3P/R4R1K w - - 4 29",1.0
"3rkb2/p7/4p2r/N1p2p2/2P2P2/Pp2PRRp/1P1B3P/7K w - - 2 33",1.0
"4kb2/p7/4p2r/N1p2p2/2P2P2/PpB1PR1p/1P5P/7K w - - 3 37",1.0
"5b2/p4k1r/4p3/2p2p2/2P2P2/PNB1P1Rp/1P5P/7K w - - 1 39",1.0
"8/4bk1r/p3p3/2p1Bp2/P1P2P2/1N2P1Rp/1P5P/7K w - - 0 41",1.0
"8/4bk1r/p3p3/P1p1Bp2/2P1PP2/1N4Rp/1P5P/7K w - - 1 43",1.0
"3b4/5k1r/p7/P1p1Bp2/2P2P2/6Rp/1P1N3P/7K w - - 0 45",1.0
"3b2R1/3k3r/p7/P1p1Bp2/2P2P2/5N1p/1P5P/7K w - - 4 47",1.0
"2kb4/6R1/p7/P1p1BpNr/2P2P2/7p/1P5P/7K w - - 8 49",1.0
"6R1/8/pk6/4Bp1r/2P2P2/3N3p/1P1b3P/7K w - - 3 53",1.0
"8/6R1/p7/2P1Bp1r/2k2P2/3N3p/1P1b3P/7K w - - 3 55",1.0
"8/3R2Br/p7/2P2p2/2k2P2/3N3p/1P1b3P/7K w - - 7 57",1.0
"8/6R1/p1P5/1k3p2/5P2/3N3p/1P1b3P/7K w - - 1 59",1.0
"8/2PR4/p7/1k3p2/5P2/3N3p/1P1b3P/7K w - - 3 61",1.0
"8/3R4/p7/k4p2/2Q2P2/3N3p/1P5P/4b2K w - - 3 63",1.0
"r2qk2r/ppp1ppbp/7n/4Pbp1/1P2p3/4P3/P1P1NPPP/RNBQ1RK1 w kq - 1 9",1.0
"r3k2r/ppp1ppbp/7n/4P1p1/1P2p1b1/4P3/PBP1NPPP/RN1R2K1 w kq - 1 11",1.0
"r3k2r/1pp1ppbp/7n/p3P1p1/1P2p3/4P3/PBP1RPPP/RN4K1 w kq - 0 13",1.0
"r3k2r/1pp1pp1p/8/pP2n3/4N1p1/4P3/P1P1RPPP/R5K1 w kq - 0 17",1.0
"r4rk1/1pp1p2p/8/pP2np2/P3N1p1/4P3/2PR1PPP/R5K1 w - - 0 19",1.0
"r4rk1/1pp1p2p/3n4/pP1R1p2/P5p1/4P1N1/2P2PPP/R5K1 w - - 4 21",1.0
"2r2rk1/2p1p2p/1p1n4/pPR2p2/P5p1/4P1N1/2P2PPP/3R2K1 w - - 0 23",1.0
"2r3k1/4pr1p/1p1n4/pPp1Rp2/P1P3p1/4P1N1/5PPP/3R2K1 w - c6 0 25",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 4 27",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 8 29",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 12 31",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 16 33",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 20 35",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 24 37",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 28 39",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 32 41",1.0
"3r2k1/4pr1p/1p1n4/pPpR1p2/P1P3p1/4P1N1/5PPP/2R3K1 w - - 36 43",1.0
"3r2k1/5r1p/1p1n4/pPp1pp1N/P1P3p1/4P3/3R1PPP/2R3K1 w - - 0 45",1.0
"8/1r4kp/1p1R1N2/pPp2p2/P1P1p1p1/4P3/5PPP/6K1 w - - 3 49",1.0
"2r5/8/5k2/pPNR1p1p/P1P1p3/4P2P/5P1K/8 w - - 5 57",1.0
"6r1/1P6/5k2/p1NR1p2/P1P1p2p/4P2P/5P1K/8 w - - 1 59",1.0
"1N6/8/5k2/R4p2/P1P1p2p/4P2P/5P1K/8 w - - 1 63",1.0
"8/8/7k/P4R2/2PNp2p/4P2P/5P1K/8 w - - 1 67",1.0
"8/8/P7/6k1/2PNpR1p/4P2P/5P1K/8 w - - 1 69",1.0
"Q7/8/8/6k1/2PNpR1p/4P2P/5P1K/8 w - - 1 71",1.0
"r1bqkb1r/p2p1ppp/2p1pn2/1pn2B2/8/2N1PN2/PPPP1PPP/R1BQ1RK1 w kq - 0 7",1.0
"r1bqk2r/p2p1ppp/2pbpn2/2n5/1p6/4PN1B/PPPPNPPP/R1BQ1RK1 w kq - 2 9",1.0
"1rbq1rk1/p2p1ppp/n1pbpn2/8/1P6/B3PN1B/2PPNPPP/RQ3RK1 w - - 3 13",1.0
"1rb2rk1/p2p1ppp/n1pbpq2/3n4/1P6/B1PQPN1B/3PNPPP/R4RK1 w - - 3 15",1.0
"1rb2rk1/p2p1ppp/n1p1pq2/8/1nP5/B2QP2B/3PNPPN/R4RK1 w - - 0 17",1.0
"1rb2rk1/p4ppp/n1p1p3/3p4/1nPP4/B6B/3PNPPN/R4RK1 w - - 0 19",1.0
"1r2r1k1/p2b1ppp/n1p1p3/3p4/1nPP4/B6B/3PNPPN/1RR3K1 w - - 4 21",1.0
"6k1/p2b2pp/n1p1pp2/3n4/3P4/5N1B/3PNPP1/2B3K1 w - - 0 27",1.0
"6k1/3b2pp/2p1pp2/p2n4/1n1P4/2N2NPB/3P1P2/2B3K1 w - - 0 29",1.0
"6k1/3b4/2p1pp2/p2n2pp/1n1P4/2N2NP1/1B1P1P2/5BK1 w - - 0 31",1.0
"4b1k1/8/2p1pp2/p2n4/1n1P2p1/2N3P1/1B1P4/4NBK1 w - - 2 35",1.0
"4b1k1/8/2p1pp2/p7/1n1P2p1/2NN2P1/1BnP2B1/6K1 w - - 6 37",1.0
"4b1k1/8/2p1p3/p4p2/Nn1P2p1/6P1/1B1P1NB1/4n1K1 w - - 2 39",1.0
"4b3/5k2/2p1p3/p1N2p2/1n1P2p1/6P1/1B1P1NK1/8 w - - 1 41",1.0
"4b3/5k2/2p1p3/5p2/N2P2p1/5nP1/1B1P1N2/5K2 w - - 3 45",1.0
"4b3/8/2pkp3/2N2p2/3P2p1/2B2nP1/3P1N2/5K2 w - - 7 47",1.0
"8/5b2/2p1p3/2Nk1p2/3P2p1/2BN1nP1/3P1K2/8 w - - 11 49",1.0
"8/1N3b2/2p1p3/5p2/1N1nk1p1/2B3P1/3P1K2/8 w - - 0 51",1.0
"4k3/8/2N1p3/5p2/3B2p1/6P1/3P1K2/8 w - - 1 55",1.0
"8/8/3kp3/4Np2/3B2p1/3P2P1/5K2/8 w - - 3 57",1.0
"8/8/2k1p3/5p2/2NB2p1/3PK1P1/8/8 w - - 7 59",1.0
"8/8/2k1p3/5p2/2NB2p1/3PK1P1/8/8 w - - 11 61",1.0
"8/8/2k1pB2/5p2/2N2Kp1/3P2P1/8/8 w - - 15 63",1.0
"8/8/2kNpB2/4Kp2/6p1/3P2P1/8/8 w - - 19 65",1.0
"8/8/2k2B2/4K3/5Np1/3P2P1/8/8 w - - 1 69",1.0
"8/8/2k2B2/5K2/3P1Np1/6P1/8/8 w - - 1 71",1.0
"8/8/8/1k1PBK2/5Np1/6P1/8/8 w - - 3 73",1.0
"8/8/3PK3/4B3/5Np1/1k4P1/8/8 w - - 1 75",1.0
"3Q4/8/4K3/4B3/5Np1/1k4P1/8/8 w - - 1 77",1.0
"8/8/4K3/3QB3/k5p1/3N2P1/8/8 w - - 5 79",1.0
"r1b1kb1r/p1qppppp/n1p5/1p6/3PP1n1/5N2/PPP1BPPP/RNBQ1RK1 w kq - 0 7",1.0
"r1b1kb1r/p1qpppp1/2p5/1p2P2p/1n1P2n1/2N2N2/PPP1BPPP/R1BQ1RK1 w kq - 0 9",1.0
"r1b1kb1r/2qppp2/p1p3p1/1p2P1Bp/Pn1P2n1/2N2N2/1PP1BPPP/R2Q1RK1 w kq - 0 11",1.0
"r1b1kb1r/2qppp2/p1p3p1/1P2PnBp/1n1P4/2N2N1P/1PP1BPP1/R2Q1RK1 w kq - 1 13",1.0
"r1b1kb1r/3ppp2/P5p1/2qpPnBp/1n6/2N2N1P/1PP1BPP1/R2Q1RK1 w kq - 1 15",1.0
"N3kb1r/Pb1ppp2/6p1/4PnBp/3p3P/5N2/1Pn1BPP1/5RK1 w k - 1 21",1.0
"3k1b1r/P2ppp2/6p1/1N2PnBp/3pb2P/5N2/1Pn1BPP1/5RK1 w - - 5 23",1.0
"3k3r/P7/2b1p1BB/1N1pPn1p/3p3P/5N2/1Pn2PP1/5RK1 w - - 0 27",1.0
"8/3k4/4p3/3pP1Bp/3N3P/8/1PB1KPP1/r7 w - - 2 33",1.0
"8/3k4/4p1B1/3pP1Bp/1P1N3P/2r5/4KPP1/8 w - - 3 35",1.0
"4k3/8/4B3/3pP1Bp/1PrN3P/8/4KPP1/8 w - - 1 37",1.0
"8/3k4/8/3BP1Bp/1r5P/5N2/4KPP1/8 w - - 1 39",1.0
"8/3k1B2/1r6/4P1Bp/7P/8/3NKPP1/8 w - - 5 41",1.0
"8/2k5/8/r3PPB1/7P/5B2/3NK1P1/8 w - - 3 45",1.0
"8/8/1k3B2/1r2PP2/4B2P/8/3NK1P1/8 w - - 7 47",1.0
"8/8/5B2/2k1PPP1/4B2P/8/1r1NK3/8 w - - 1 49",1.0
"8/8/1k2PB2/5PPP/1r2B3/8/3NK3/8 w - - 1 51",1.0
"8/4P3/1k3B2/5PPr/8/8/3N2K1/7B w - - 0 55",1.0
"8/8/k4B2/5PP1/7r/4Q3/3N2K1/7B w - - 3 57",1.0
"8/8/kr3BP1/5P2/8/4Q3/3N4/5K1B w - - 3 59",1.0
"r1b1k2r/pp1pppbp/2p3p1/q7/4PB2/2PP1N2/PP2QPPP/R4RK1 w kq - 2 11",1.0
"r1b1k2r/pp1pppbp/2p3p1/7q/2PPPB2/5N2/PP2QPPP/R4RK1 w kq - 1 13",1.0
"r1b2rk1/pp1pppbp/2p3p1/8/P1PPP1q1/5NB1/1P2QPPP/R4RK1 w - - 3 15",1.0
"r1b2rk1/1p1ppp1p/p1p2bp1/P1P5/3PP1q1/5NB1/1P2QPPP/R4RK1 w - - 1 17",1.0
"r1b2rk1/1p1p1pbp/p1p1p1p1/P1P1P3/1P1P2q1/5NB1/4QPPP/R4RK1 w - - 0 19",1.0
"r1b1r1k1/1p1p1pbp/p1p1p1p1/P1P1Pq2/1P1P4/4QNB1/5PPP/R2R2K1 w - - 4 21",1.0
"r1b1rbk1/1p1p1p1p/p1p1p1p1/P1P1P1N1/1P1P2q1/4Q1B1/R4PPP/3R2K1 w - - 8 23",1.0
"r1b1r1k1/1p1pbp1p/p1p1p3/P1P1P1p1/1P1P2q1/4QNB1/4RPPP/3R2K1 w - - 0 25",1.0
"r1b1r1k1/1p1pbp1p/p1p1p3/P1P1Pq2/1P1P2p1/2Q2NB1/4RPPP/3R2K1 w - - 0 27",1.0
"r1b1r1k1/1p1pbp1p/p1p1p3/P1P1Pq2/1P1PN1p1/2Q3B1/4RPPP/3R2K1 w - - 4 29",1.0
"r1b2rk1/1p1pbp1p/p1p1p2Q/P1P1Pq2/1P1PN1p1/6B1/4RPPP/3R2K1 w - - 8 31",1.0
"r1b1r1k1/1p1pbp1p/p1p1p1q1/P1P1P3/1P1PN1p1/3R2B1/4RPPP/2Q3K1 w - - 12 33",1.0
"r1br2k1/1p1pbp2/p1p1p1q1/P1P1P2p/1P1PNBp1/6R1/4RPPP/2Q3K1 w - - 0 35",1.0
"r1b1r1k1/1p1pbp2/p1p1p1q1/P1P1P3/1P1PNB1p/3R4/3QRPP1/6K1 w - - 2 39",1.0
"2b1r1k1/rp1pbp2/p1p1p3/P1P1P3/1P1PNBqp/5R2/3Q1PP1/4R1K1 w - - 6 41",1.0
"2b1r1k1/rp1p1p2/p1p1pPq1/P1P5/1P1P1B1p/5R2/3Q1PP1/4R1K1 w - - 1 43",1.0
"2b1r1k1/rp1p1p2/p1p1pP2/P1P2q2/1P1P1B1R/8/3Q1PP1/4R1K1 w - - 3 47",1.0
"r1b1r1k1/1p1p1p2/p1p1pP1R/P1P5/1P1P1Bq1/4Q3/5PP1/4R1K1 w - - 7 49",1.0
"r1br2k1/1p1p1p2/p1p1pP2/P1P2q2/1P1PQB2/7R/5PP1/4R1K1 w - - 11 51",1.0
"r1br2k1/1p1p1p2/p1p1pP2/P1P2q2/1P1PQB2/7R/5PP1/4R1K1 w - - 15 53",1.0
"r1b2r1k/1pBp1p2/p1p1pP2/P1P2q2/1P1PQ3/6R1/5PP1/4R1K1 w - - 19 55",1.0
"r1b3rk/1pBp1p1q/p1p1pP2/P1P5/1P1P1Q2/6R1/5PP1/4R1K1 w - - 23 57",1.0
"r1b5/1p1p1p2/p1pBpP1k/P1P5/1P1P3P/8/5P2/4R1K1 w - - 1 63",1.0
"2b5/rp1p1p2/p1p1pP2/P1P1B2k/1P1PR2P/8/5P2/6K1 w - - 5 65",1.0
"2b5/rp1p1p2/p1p1pP2/P1P1B2k/1P1P2RP/5P2/8/6K1 w - - 3 67",1.0
"2b5/rp1p2R1/p1p1pP1k/P1P5/1P1P3P/5PB1/8/6K1 w - - 3 71",1.0
"2b3R1/rp3P1k/p1p1p3/P1Pp4/1P1P3P/5PB1/8/6K1 w - - 1 73",1.0
"2b2Q1R/r7/ppp1p1k1/P1Pp4/1P1P3P/5PB1/8/6K1 w - - 2 75",1.0
"r1bqkb2/ppppppp1/2n2n2/8/8/2NBPN1r/PPPP1P1P/R1BQ1RK1 w q - 2 7",0.0
"r1bqkb2/ppp1ppp1/2n2n2/3p3r/P1B5/2N1PN2/1PPP1P1P/R1BQ1RK1 w q - 0 9",0.0
"r1b1kb2/ppp1ppp1/2n2n2/3p3r/P7/2NBP2q/1PPP1P1P/R1BQNRK1 w q - 4 11",0.0
"r1b1kb2/ppp1ppp1/2n2n2/3p4/P5q1/2NBPN1r/1PPP1P1P/R1BQ1R1K w q - 8 13",0.0
"r1b1kb2/pp3pp1/2p5/3pn3/P4N1r/3B4/1PPP1PK1/R1BR4 w q - 2 21",0.0
"2kr4/pp3pp1/2pb4/3p4/P7/7K/RPnPNP2/2B5 w - - 2 27",0.0
"2k1r3/pp3pp1/2pb4/3p4/Pn4K1/6N1/RP1P1P2/2B5 w - - 6 29",0.0
"2k1r3/pp4p1/2pb1p2/3p4/P5K1/5RN1/1PnP1P2/2B5 w - - 0 31",0.0
"2k5/pp4p1/2p2p2/3pbN1K/P3r3/5R2/1PnP1P2/2B5 w - - 4 33",0.0
"2kb4/pp6/2p3K1/3p1N2/P2P1P2/2R5/1Pn1r3/2B5 w - - 1 39",0.0
"3b4/1pk5/2p3K1/p2p1N2/P2P1P2/2R5/1Pn1r3/2B5 w - - 0 41",0.0
"3b4/1pk2K2/2p5/p2p1N2/P2P1P2/6R1/1Pn1r3/2B5 w - - 4 43",0.0
"2kb4/1p3KR1/2p5/p2p1N2/P2P1P2/1P6/2n1r3/2B5 w - - 3 45",0.0
"1k1b1K2/1p4R1/2p5/p2p4/P2P1P2/1P4N1/2n2r2/2B5 w - - 7 47",0.0
"1k1b1K2/1p4R1/2p5/p2p4/P2P1P2/1P6/1Bn5/7r w - - 0 49",0.0
"1k6/1p3RK1/2p5/p2p1Pb1/P2P4/1P2n3/7r/2B5 w - - 7 53",0.0
"1k6/5R2/2p2PK1/pp1p4/P2P1b2/1P2n3/7r/2B5 w - - 2 55",0.0
"1k6/4RK2/2p2P2/pp1p4/P2P1b2/1P2n1r1/8/2B5 w - - 6 57",0.0
"8/3kPK2/2p5/p2p4/P2P4/4r3/8/8 w - - 3 63",0.0
"8/3k4/2p5/p2p2K1/P2Pr3/8/8/8 w - - 2 65",0.0
"8/3k4/2p2K2/p2p4/r7/8/8/8 w - - 0 67",0.0
"8/3k4/2p5/3p2K1/p3r3/8/8/8 w - - 0 69",0.0
"8/3k4/2p5/3p1K2/4r3/8/p7/8 w - - 0 71",0.0
"8/3k4/6K1/2pp4/4r3/8/8/q7 w - - 0 73",0.0
"r1bq1rk1/pppp1ppp/3bpn2/8/Pn6/2NBPN2/1PPP1PPP/R1BQ1RK1 w - - 1 7",0.0
"r1bq2k1/pppp1rpp/4p3/8/P3n3/4PN2/1PPP1RPP/R1BQ2K1 w - - 1 11",0.0
"r1bq2k1/ppp2rpp/4p3/2np4/P7/3PPN2/1PP3PP/R1BQ1RK1 w - - 1 13",0.0
"r1bq2k1/ppp3pp/8/2npNp2/P7/3PP3/1PP3PP/R1BQ2K1 w - - 0 15",0.0
"r1b3k1/ppp1q1pp/8/3pNp1Q/P2Pn3/4P3/1PP3PP/R1B3K1 w - - 1 17",0.0
"r5k1/ppp3pp/4b3/P2pNp1Q/1q1Pn3/1P2P3/2P3PP/R1B3K1 w - - 1 19",0.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/3P4/2N1PN2/PPP1BPPP/R1BQ1RK1 w - - 0 7",1.0
"r1b2rk1/1ppp1ppp/2nbpq2/p7/P1BP2n1/2N1PN2/1PP2PPP/R1BQ1RK1 w - - 1 9",1.0
"r1b2rk1/1ppp1ppp/2n1pq1n/p7/P1BPPb2/2N2N1P/1PP2PP1/R1BQ1RK1 w - - 1 11",1.0
"r1b2rk1/1ppp1p1p/4p2p/p3q3/P1B5/2N4P/1PP2PP1/R2Q1RK1 w - - 0 15",1.0
"r1b2rk1/1ppp1p1p/4p2p/p7/P1B1N1q1/7P/1PP2PP1/R4RK1 w - - 0 17",1.0
"r1b2r2/1ppp1pkp/4p3/p6p/P1B3N1/7P/1PP2PP1/R4RK1 w - - 0 19",1.0
"r1b2rk1/1pp2p1p/3pp3/p6p/P1B5/5N1P/1PP2PP1/R4RK1 w - - 2 21",1.0
"r4rk1/1pp2p1p/3pb3/p3p2p/P1B4N/7P/1PP2PP1/R2R2K1 w - - 2 23",1.0
"r4rk1/2p4p/1p1pb3/p3pp1B/P6N/7P/1PP2PP1/R2R2K1 w - - 0 25",1.0
"3r1rk1/2p4p/1p1pb3/p3p3/P4p1N/1P3B1P/2P2PP1/R2R2K1 w - - 2 27",1.0
"5rk1/2p3rp/1p1pb3/p3p3/P1P1Bp1N/1P5P/5PP1/R2R2K1 w - - 3 29",1.0
"6k1/2p3r1/1p1pbr2/p3p2p/P1P1Bp1N/1P1R3P/5PP1/3R2K1 w - - 0 31",1.0
"7k/2p3r1/1p1pb2r/p3p2p/P1P2p1N/1P1R1B1P/5PP1/4R1K1 w - - 4 33",1.0
"4R3/2p3k1/1p1p2r1/p6p/P1P5/1P1R1p1b/5PP1/6K1 w - - 2 39",1.0
"8/2p2k2/1p1p2r1/p6p/P1P3b1/1P1R1pP1/5P2/4R1K1 w - - 3 41",1.0
"8/5k2/1p1p1r2/p1p4p/P1P2Rb1/1P3pP1/5P2/4R1K1 w - - 2 43",1.0
"8/5k2/1p1pb3/p1p4p/P1P5/1P3pP1/5P2/4R1K1 w - - 0 45",1.0
"8/8/1p1p1k2/p1p4p/P1P3b1/1P2RpP1/5P1K/8 w - - 4 47",1.0
"8/3k4/1R1p4/p1p4p/P1P5/1P3pP1/2b2P2/6K1 w - - 3 51",1.0
"1R6/2k5/3p4/p1p4p/P1P5/1P3pP1/2b2P2/6K1 w - - 7 53",1.0
"8/2k5/1R1p4/p1p4p/P1P5/1P3pP1/2b2P2/6K1 w - - 11 55",1.0
"3k4/8/3p4/pRp4p/P1P5/1P3pP1/2b2P2/5K2 w - - 15 57",1.0
"8/4k3/3p4/pRp5/P1P4P/1P3p2/2b2P2/4K3 w - - 1 59",1.0
