fen,result
"4kb1r/6p1/1p3p1p/1rp1p3/3pP1P1/pPBP2P1/P7/R1K2R2 w k - 0 31",0.0
"5rk1/6p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P7/R1K1B2R w - - 4 33",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P1KB4/R6R w - - 8 35",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P1KB1R2/7R w - - 12 37",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P1KB1R2/7R w - - 16 39",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 20 41",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 24 43",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 28 45",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 32 47",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 36 49",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 40 51",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 44 53",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 48 55",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 52 57",0.0
"6k1/r5p1/1p1b1p1p/1rp1p3/3pP1P1/pP1P2P1/P2B1R2/K6R w - - 56 59",0.0
"8/r1b3k1/1p5R/2p1p2R/1r1pP1P1/pP1P2P1/P7/K7 w - - 1 63",0.0
"8/r1b3k1/2R3P1/4p2R/1r1pP3/p2p2P1/P7/K7 w - - 0 67",0.0
"2R5/6k1/6P1/4p3/1r1pP3/p5P1/P2p4/K7 w - - 2 71",0.0
"8/8/2R5/4p1k1/1r1pP3/p5P1/P2p4/K7 w - - 2 73",0.0
"r1bqk2r/pp1pbppp/4pn2/2p5/1nP2Q2/2N2N2/PP1PPPPP/R1B1KB1R w KQkq - 4 7",0.0
"r1b2rk1/pp2bppp/4pn2/2pq4/5Q2/1P3N2/P2PPPPP/1RB1KB1R w - - 0 13",0.0
"r1b2rk1/pp1n1ppp/3bp3/2pqN3/5Q2/1P6/PB1PPPPP/1R2KB1R w - - 4 15",0.0
"r1b2rk1/pp3ppp/4p1n1/2p5/4PP2/1P6/P2P2PP/1R2KB1R w - - 1 19",0.0
"r1br2k1/p4ppp/1p2p1n1/2p5/4PP2/1P4P1/P2P3P/2R1KB1R w - - 1 21",0.0
"r2r2k1/pb4pp/1p2p1n1/2p2p2/4PP2/1P2R1P1/P2P3P/4KB1R w - - 0 23",0.0
"r5k1/pb4pp/1p4n1/2p2p2/3r1P2/1P1BR1P1/P2P3P/4K2R w - - 0 25",0.0
"3r2k1/pb4pp/1p4n1/2p2B2/5P2/1P2R1P1/P2r3P/4KR2 w - - 0 27",0.0
"3r4/pb3kpp/1p4n1/2p2B2/5P2/1P4P1/P6P/4KR2 w - - 0 29",0.0
"8/p4kpp/1p6/2p1nP2/7P/1P1r2P1/P4R2/4K3 w - - 1 33",0.0
"8/p5pp/1p3k2/2p1nP2/3r2PP/1P6/P5R1/4K3 w - - 1 35",0.0
"8/p5pp/1p6/2p2k1P/P2r2n1/1P6/6R1/4K3 w - - 0 37",0.0
"8/p5pp/1p3n2/2p4P/P3k3/1P6/3K4/8 w - - 2 41",0.0
"8/p6p/1p6/2p3pn/P1K1k3/1P6/8/8 w - - 0 43",0.0
"8/7p/1p6/1K1n4/4k3/6p1/8/8 w - - 0 49",0.0
"8/7p/1p6/3n4/4k3/1K6/8/6q1 w - - 0 51",0.0
"8/8/1p6/3n4/4k2p/8/1K6/6q1 w - - 0 53",0.0
"8/8/1p6/3n4/4k3/8/K6p/6q1 w - - 0 55",0.0
"8/8/1p6/3n4/4k3/6q1/K7/7q w - - 0 57",0.0
"r1bq1rk1/1ppp1ppp/2n1pn2/p7/PbP4P/2N2N2/1PQPPPP1/R1B1KB1R w KQ - 1 7",0.0
"r1bq1rk1/1ppp2pp/2n1p3/p4p1P/PbP1Q1n1/2N2N2/1P1PPPP1/R1B1KB1R w KQ - 0 9",0.0
"r1bq1rk1/1ppp2pp/2nbp3/p4p1P/P1PP1Qn1/2N2N2/1P2PPP1/R1B1KB1R w KQ - 1 11",0.0
"r1bq1rk1/1pppb1pp/2n1p3/p1P4P/P2P1pn1/2N2N2/1P1QPPP1/R1B1KB1R w KQ - 1 13",0.0
"r1bq2k1/1pp1b1pp/2n1p3/p1Pp1r1P/P2P1pn1/2NQ1N2/1P1BPPP1/R3KB1R w KQ d6 0 15",0.0
"r1bq2k1/1p2b1pp/3pp3/p2P1r1P/Pn3pn1/2NQ1N2/1P1BPPP1/R3KB1R w KQ - 1 17",0.0
"r1b3k1/1p2b1pp/1q1pp3/p2n1r1P/P3Npn1/5N2/1P1BPPP1/RQ2KB1R w KQ - 0 19",0.0
"r5k1/1p1b2pp/3ppb2/p4r1P/Pq3pn1/1P1Q1N2/3NPPP1/R3KB1R w KQ - 2 23",0.0
"r5k1/1pqb2pp/4pr2/p2p3P/P2Q1p2/1P3K2/3NP1P1/5B1R w - - 1 29",0.0
"2r3k1/2qb2pp/4pr2/pp1p3P/P2Q1p2/1P6/3NP1P1/5BKR w - - 0 31",0.0
"6k1/6qp/4b3/p3pr1P/P4p2/1Pp2Q2/4P1P1/5B1K w - - 0 39",0.0
"2q3k1/7p/4b3/Q3pr1P/P4p2/1Pp5/4P1P1/5B1K w - - 1 41",0.0
"2q3k1/7p/4b3/Q3p2r/P7/1Pp3p1/4P3/5BK1 w - - 0 43",0.0
"2q3k1/7p/4b3/4r3/P7/1P2P1K1/8/5q2 w - - 0 47",0.0
"2q3k1/7p/4b3/8/PP6/4r3/6K1/4q3 w - - 0 49",0.0
"r1bqk2r/1pppbppp/4pn2/p6P/1nP5/2N2N2/PPQPPPP1/R1B1KB1R w KQkq - 1 7",0.0
"r1bq1rk1/1ppp1p1p/3bp2R/p7/1nP3n1/1QN2NP1/PP1PPP2/R1B1KB2 w Q - 1 11",0.0
"r1bq1rk1/1pppbp1p/2n1p3/p6R/2P3n1/PQN2NP1/1P1PPP2/R1B1KB2 w Q - 1 13",0.0
"r1b1qrk1/1pppb2p/2n1p3/p4p1R/2P3n1/PPN2NP1/2QPPP2/R1B1KB2 w Q - 1 15",0.0
"r1b1qrk1/1pp4p/2npp3/p1b2p2/2P3n1/PPN1PNP1/2QP1P2/R1B1KB1R w Q - 0 17",0.0
"r1bq1rk1/1pp4p/3pp3/pNb1npN1/2P3n1/PP2P1P1/2QP1P2/R1B1KB1R w Q - 4 19",0.0
"r1br3k/1pp5/4p3/p4pP1/2P3n1/PP2P1q1/2Q1K3/R1B2B2 w - - 0 27",0.0
"r1bq1rk1/1pp2ppp/2p1pb2/p7/2P5/8/PPQPPPPP/R1B1KB1R w KQ - 0 9",1.0
"r1b2rk1/1pp2ppp/2p1pb2/p1q5/P1P5/3Q4/1P1PPPPP/R1B1KB1R w KQ - 3 11",1.0
"r1b3k1/1pp2ppp/2p1pb2/p1q5/P1Pr2P1/8/1PQPPP1P/R1B1KB1R w KQ - 3 13",1.0
"r5k1/1pp2ppp/2p1bb2/p1q1p3/P1PrP1P1/8/1PQPBP1P/R1B1K2R w KQ - 2 15",1.0
"r2r2k1/2p2ppp/4b3/ppq1p1b1/2P1P1P1/1P6/1BQPBP1P/R4RK1 w - - 2 19",1.0
"r2r2k1/2p1qppp/8/p3p1P1/1pP1P3/1P1P3b/4BP1P/R1Q2RK1 w - - 1 23",1.0
"3r2k1/4qppp/r7/p1p1p1P1/1pP1P3/1P1P3b/3QBP1P/R3R1K1 w - - 2 25",1.0
"r5k1/4qppp/r7/2p1p1PB/bpP1P3/3PQ3/5P1P/RR4K1 w - - 2 29",1.0
"r5k1/4qppp/r7/2p1p1P1/bpP1P1BP/3PQ3/5P2/RR4K1 w - - 1 31",1.0
"r5k1/3q1ppp/r7/2p1p1PB/bpP1P2P/3P1Q2/5P2/RR4K1 w - - 5 33",1.0
"6k1/3b1p1p/6p1/2p1p1P1/1pP1P2P/3P4/r4P2/1R1B2K1 w - - 2 37",1.0
"6k1/5p1p/6p1/2p1p1P1/2P1P2P/3P4/rp3P2/1R4K1 w - - 0 41",1.0
"8/5pk1/6pp/2p1p1P1/2P1P2P/3P2K1/rp3P2/1R6 w - - 0 43",1.0
"8/4kp2/6p1/2p1K1P1/2P1P3/3P4/rp6/1R6 w - - 3 47",1.0
"8/5p2/4k1p1/2K3P1/2P1P3/3P4/rp6/1R6 w - - 1 49",1.0
"2k5/5p2/6p1/6P1/1KPPP3/8/rp6/1R6 w - - 1 51",1.0
"3k4/8/5Pp1/2P5/1K1PP3/8/rp6/1R6 w - - 1 53",1.0
"3k4/8/5P2/2P1P1p1/1K1P4/8/1R6/r7 w - - 2 57",1.0
"8/2k5/4PP2/2P3p1/3P4/8/1K4R1/3r4 w - - 7 61",1.0
"8/2k1Pr2/8/2P3p1/3P4/8/1K4R1/8 w - - 0 63",1.0
"8/3k3r/8/2P1Q3/3P2R1/2K5/8/8 w - - 3 67",1.0
"8/5k1r/2Q5/2P5/3P2R1/2K5/8/8 w - - 7 69",1.0
"8/7Q/4k3/2P5/3P2R1/2K5/8/8 w - - 1 71",1.0
"r1bqk2r/1pppbppp/4pn2/pNP5/1n6/5N2/PPQPPPPP/R1B1KB1R w KQkq - 1 7",0.5
"r1bq1rk1/1pppbppp/2n1pn2/pNP5/2Q5/P4N2/1P1PPPPP/R1B1KB1R w KQ - 1 9",0.5
"r1b2rk1/2p1bppp/2pq1n2/p3p3/2Q4P/P4N2/1P1PPPP1/R1B1KB1R w KQ - 0 13",0.5
"r4rk1/2p2ppp/2p5/4pPbP/p4n2/P2B4/1P1P1PP1/R1B1K2R w KQ - 2 19",0.5
"1r4k1/2p2ppp/2B5/4pPbP/p2r2P1/P2n4/1P1P1P2/R1B2K1R w - - 3 23",0.5
"6k1/2p2ppp/2B5/4pPbP/p2r2P1/P6R/1r1P1P2/2R2K2 w - - 0 25",0.5
"6k1/5ppp/8/4pPbP/p5P1/Pr3B1R/3r4/2R3K1 w - - 4 29",0.5
"2Rb2k1/5ppp/8/5P1P/p3p1P1/P6R/6K1/1r1r1B2 w - - 0 33",0.5
"R2b1k2/5ppp/8/5P1P/2R3P1/P7/8/3rrBK1 w - - 3 39",0.5
"r4k2/5ppp/1b6/5P1P/5RP1/P2B4/6K1/8 w - - 0 43",0.5
"5k2/5ppp/8/5PPP/P1B2b2/7K/3r4/8 w - - 0 47",0.5
"5k2/2b3p1/4B1P1/8/P2r4/7K/8/8 w - - 3 51",0.5
"5k2/2b3p1/r3B1P1/8/8/8/5K2/8 w - - 2 53",0.5
"5k2/5Bp1/r5P1/4b3/8/5K2/8/8 w - - 6 55",0.5
"5k2/5Bp1/r5P1/4b3/8/5K2/8/8 w - - 10 57",0.5
"5k2/5Bp1/r5P1/4b3/8/3K4/8/8 w - - 14 59",0.5
"5k2/5Bp1/r5P1/4b3/8/3K4/8/8 w - - 18 61",0.5
"5k2/5Bp1/r5P1/4b3/8/3K4/8/8 w - - 22 63",0.5
"5k2/5Bp1/r5P1/4b3/8/3K4/8/8 w - - 26 65",0.5
"5k2/5Bp1/r5P1/4b3/8/3K4/8/8 w - - 30 67",0.5
"8/4kBp1/r5P1/5K2/8/2b5/8/8 w - - 34 69",0.5
"8/5Bp1/5kP1/r7/5K2/2b5/8/8 w - - 38 71",0.5
"r1b1kb1r/pp1ppppp/3q3n/2pN4/2Pn4/3Q4/PP1PPPPP/R1B1KBNR w KQkq - 10 7",0.5
"r1b1kb1r/pp1pppp1/3q4/2pN3p/2PnQ1P1/8/PP1PPP1P/R1B1KB1R w KQkq - 0 11",0.5
"r1b1kb1r/1p1pppp1/3q4/p1pN2P1/P1PnQ2p/8/1P1PPP1P/R1B1KB1R w KQkq - 0 13",0.5
"r1b1kb1r/1p1pppp1/3q4/p1pN2P1/P1PnQP1p/7B/1P1PP2P/R1B1K2R w KQq - 1 15",0.5
"r1b1kb1r/1p1pppp1/2q5/p1pN2P1/P1P1QP1p/3P3B/1Pn1P2P/R1B2RK1 w q - 1 17",0.5
"r1b1kb1r/1p1p1pp1/2q1p1P1/p1pN4/PnP1QP1p/3P3B/1P2P2P/1RB2RK1 w q - 1 19",0.5
"r1b1kb1r/1p4p1/2q1ppP1/p1pN4/PnP1Q2p/3P3B/1P2P2P/1RB2RK1 w q - 0 21",0.5
"r3kb1r/1p1b2p1/2n1ppP1/p1p5/P1P4p/2NP3B/1P2P2P/1RB2RK1 w q - 0 23",0.5
"2kr1b1r/1p1b2p1/4ppP1/pNp1n3/P1P4p/3PB2B/1P2P2P/1R3RK1 w - - 4 25",0.5
"3r4/kp1bR1p1/4p1r1/p1p1p3/P1P4p/3P3B/1P2P2P/1R5K w - - 0 31",0.5
"3r4/1p1b2R1/1k2p3/p1p1p3/P1P5/3P1B1p/1P2Pr1P/6RK w - - 0 35",0.5
"3r4/1p5R/2k1p3/p1p1p3/P1P5/3P3p/1P2Pr1P/6RK w - - 0 37",0.5
"6r1/8/1pk1p3/p1p1p3/P1P5/3P3R/1P2Pr1P/4R2K w - - 0 39",0.5
"8/8/1p1kp3/p1p1p2R/P1P5/1P1P4/4PrrP/4R2K w - - 1 41",0.5
"7R/6r1/1p1kp3/p1p1p3/P1P1P3/1P1P4/1r5P/4R2K w - - 3 43",0.5
"4R3/6r1/1p1kp3/p1p1p3/P1P1P3/1P1P4/1r5P/4R2K w - - 7 45",0.5
"8/6r1/1k6/p1p1p3/P1P1P3/8/7P/2R4K w - - 0 51",0.5
"8/2k2r2/6R1/p1p1p3/P1P1P3/8/7P/7K w - - 4 53",0.5
"8/3k4/6R1/p1p1p3/P1P1Pr1P/8/6K1/8 w - - 5 57",0.5
"8/6R1/4k3/p1p1p2P/P1P1r3/8/6K1/8 w - - 2 59",0.5
"8/6RP/4k3/p1p1p3/P6r/8/6K1/8 w - - 1 61",0.5
"8/1R5P/7r/p1p1pk2/P7/6K1/8/8 w - - 5 63",0.5
"8/7r/R7/5k2/P1p1p3/4K3/8/8 w - - 2 69",0.5
"8/4k3/8/2R5/8/3K4/r7/8 w - - 3 75",0.5
"8/5R2/8/3k4/8/3K4/r7/8 w - - 7 77",0.5
"8/2R5/3k4/8/8/3K4/r7/8 w - - 11 79",0.5
"8/3R4/4k3/8/8/3K4/r7/8 w - - 15 81",0.5
"8/5R2/8/3k4/8/3K4/r7/8 w - - 19 83",0.5
"8/2R5/3k4/8/8/3K4/r7/8 w - - 23 85",0.5
"8/3R4/4k3/8/8/3K4/r7/8 w - - 27 87",0.5
"8/3R4/4k3/8/8/3K4/r7/8 w - - 31 89",0.5
"8/3R4/4k3/8/8/3K4/r7/8 w - - 35 91",0.5
"8/1R6/8/3k4/8/4K3/r7/8 w - - 39 93",0.5
"8/4R3/3k4/8/8/4K3/r7/8 w - - 43 95",0.5
"8/8/4k3/7R/8/4K3/r7/8 w - - 47 97",0.5
"8/8/4k3/7R/8/4K3/r7/8 w - - 51 99",0.5
"8/8/3k4/7R/8/4K3/r7/8 w - - 55 101",0.5
"8/8/3k4/7R/8/4K3/r7/8 w - - 59 103",0.5
"8/8/3k4/7R/8/4K3/r7/8 w - - 63 105",0.5
"8/8/3k4/7R/8/4K3/r7/8 w - - 67 107",0.5
"8/8/8/7R/2k5/4K3/r7/8 w - - 71 109",0.5
"8/8/2k5/7R/8/4K3/r7/8 w - - 75 111",0.5
"8/8/2k5/7R/8/4K3/r7/8 w - - 79 113",0.5
"r1bqkb1r/1p1pppp1/2p2n2/p6p/1n6/BPN2NPP/P1PPPP2/R2QKB1R w KQkq - 0 7",0.5
"r1b1kb1r/2qpppp1/2p2n2/pp5p/1n5P/1PN2NP1/PBPPPP2/R2QKB1R w KQkq - 0 9",0.5
"r1b1kb1r/2qpppp1/2p5/p6p/Nn4nP/1P3NP1/1BPPPP2/R2QKB1R w KQkq - 1 11",0.5
"1rb1kb1r/2qp1pp1/2p5/p3p2p/NnPB2nP/1P3NP1/3PPP2/R2QKB1R w KQk - 0 13",0.5
"1rb1k2r/3p1pp1/1qp5/p1N1p2p/1nP3nP/1P3NP1/3PPP2/R2QKB1R w KQk - 1 15",0.5
"1rb2rk1/5pp1/1qp5/p2pp2p/1nP1N1nP/1P3NPB/3PPP2/R2QK2R w KQ - 0 17",0.5
"1r3rk1/q4pp1/2p5/p1Pppb1p/1n4nP/1PN2NPB/3PPP2/R2QK2R w KQ - 3 19",0.5
"1r3rk1/5p2/2p3p1/p2p3p/N6P/1P1nqNPB/6K1/2RQ3R w - - 0 27",0.5
"2B3k1/5p2/6p1/p2p3p/N6P/3n1NP1/2r5/6KR w - - 3 35",0.5
"r1bqkb1r/2ppppp1/1p3n2/p6p/1n5P/BPN2NP1/P1PPPP2/R2QKB1R w KQkq - 1 7",1.0
"r2qkb1r/1b1pppp1/1p3n2/p1p3Np/1n5P/BPN3P1/P1PPPP2/R2QKBR1 w Qkq - 0 9",1.0
"r3kb1r/3ppp2/1p3p2/2p4p/1p5P/1P3NP1/PqPPPPR1/R2QK3 w Qkq - 2 15",1.0
"r3k3/3pppb1/1p6/2p3Np/1p5P/1P6/PqPPPP2/R2QK3 w Qq - 1 19",1.0
"r3k3/3ppp2/1p6/2p1b2p/1p2N2P/1P6/q1PPPP2/1R1QK3 w q - 2 21",1.0
"r3k3/3ppp2/1p6/2p4N/1p5b/1P6/q1PPPP2/1R1QK3 w q - 0 23",1.0
"r4k2/3ppp2/1p3b2/2p2N2/1p6/1P6/q1PPPP2/1R1QK3 w - - 4 25",1.0
"r4k2/3ppp2/8/1ppN4/1p1b4/1P6/q1PPPP2/1R1QK3 w - - 2 27",1.0
"6k1/2Nppp2/8/rpp5/1p1b1P2/1P6/q1PPP3/1R1QK3 w - - 1 29",1.0
"6k1/r2p1p2/1N2p3/1pp5/1p3P1b/1P2P3/q1PPK3/1R1Q4 w - - 2 33",1.0
"5k2/r2p1p2/1N2p3/1p6/1pp2P1b/1P2P3/q1PPK3/2R3Q1 w - - 0 35",1.0
"5k2/r2p1p2/1N2pb2/8/1pp2P2/4P3/q1PPK3/2R4Q w - - 0 37",1.0
"r7/3pkp2/3Npb2/8/1pp2P2/4P3/q1PPK3/2R4Q w - - 4 39",1.0
"7r/3pkp2/4pN2/8/5P2/4P3/qp1PK3/2R3Q1 w - - 0 43",1.0
"7r/5p2/4pk2/q7/3P1P2/3P4/1R2K3/6Q1 w - - 0 47",1.0
"8/1R3pk1/4p3/8/3P4/4K3/8/8 w - - 1 55",1.0
"8/R4p2/6k1/3K4/8/8/8/8 w - - 3 59",1.0
"5k2/R4p2/8/5K2/8/8/8/8 w - - 7 61",1.0
"3k4/5R2/5K2/8/8/8/8/8 w - - 1 63",1.0
"3k4/4R3/4K3/8/8/8/8/8 w - - 5 65",1.0
"1k6/5R2/3K4/8/8/8/8/8 w - - 9 67",1.0
"1k6/5R2/3K4/8/8/8/8/8 w - - 13 69",1.0
"1k6/5R2/1K6/8/8/8/8/8 w - - 17 71",1.0
"r1bq1rk1/1ppppp1p/2n2npb/p7/P6P/BPN2N2/2PPPPP1/R2QKB1R w KQ - 3 7",0.0
"r1bq1rk1/1pp2p1p/2np1npb/p3p1N1/P6P/BPN3P1/2PPPP2/R2QKB1R w KQ - 0 9",0.0
"r2q1rk1/1pp2p1p/2np1npb/pN3bN1/P3p2P/BP4P1/2PPPPB1/R2QK2R w KQ - 0 11",0.0
"2r2rk1/1p3p1p/2np2p1/pNq5/P3p1b1/1P4P1/1BPPPP2/R2QK2R w KQ - 3 17",0.0
"2r2rk1/1p3p1p/3p1Bp1/pNq1nb2/P3p2R/1P4P1/2PPPP2/R2QK3 w Q - 7 19",0.0
"2r3k1/1p3p1p/6p1/p1qprb2/P2N3R/1PP1p1P1/2QPPP2/R3K3 w Q - 0 23",0.0
"2r3k1/1p3p1p/8/p1qprbp1/P2N3R/1PPP2P1/2Q1PK2/R7 w - - 0 25",0.0
"6k1/5p1p/2p5/p1qprbp1/P2N4/1PPP2P1/2Q1PK2/R7 w - - 0 27",0.0
"6k1/5p1p/2pq4/p2pr1p1/P2N2b1/1PPPP1P1/3Q1K2/R7 w - - 1 29",0.0
"4r1k1/5p1p/3q4/p1pp2p1/P2P2b1/1PP1P1P1/3QN3/4K2R w - - 1 33",0.0
"6k1/5p1p/8/p1qp2p1/P3r1b1/1PP1P1P1/2Q1N3/4K2R w - - 0 35",0.0
"4r1k1/5p1p/8/p2p2p1/P7/1PP2bP1/3KN2R/8 w - - 2 39",0.0
"r5k1/5p1p/2N5/p2p2p1/P3b3/1PP3P1/3K3R/8 w - - 6 41",0.0
"r4k2/5p1p/2N5/p2p4/P3b1p1/1PP3P1/3R4/2K5 w - - 2 43",0.0
"2r3k1/7p/3R4/p3Np2/P1P1b1p1/6P1/8/2K5 w - - 2 47",0.0
"1r4k1/8/3R4/p3Np1p/P1P1b1p1/6P1/8/2K5 w - - 2 49",0.0
"1r4k1/8/3R4/p3Np1p/P1P1b1p1/6P1/8/2K5 w - - 6 51",0.0
"1r4k1/8/3R4/p4p1p/P1P1b1p1/3N2P1/3K4/8 w - - 10 53",0.0
"6k1/8/8/p1P2p2/P3b1pR/3r2P1/8/4K3 w - - 0 57",0.0
"6k1/8/2P4R/p4p2/P3b1p1/4K3/2r5/8 w - - 5 61",0.0
"8/5k2/2PR4/p4p2/P1r1bKp1/8/8/8 w - - 9 63",0.0
"8/5k2/3R4/p4K2/b1r3p1/8/8/8 w - - 0 65",0.0
"8/5k2/6R1/p4K2/b1r3p1/8/8/8 w - - 4 67",0.0
"8/5k2/6R1/p4K2/b1r3p1/8/8/8 w - - 8 69",0.0
"8/5k2/6R1/p4K2/b1r3p1/8/8/8 w - - 12 71",0.0
"8/5k2/6R1/p4K2/b1r3p1/8/8/8 w - - 16 73",0.0
"8/7k/6R1/p4K2/b1r3p1/8/8/8 w - - 20 75",0.0
"8/7k/R7/4K3/p1r3p1/8/2b5/8 w - - 0 77",0.0
"8/8/R7/4K1k1/p1r3p1/8/2b5/8 w - - 4 79",0.0
"8/8/3K4/R7/p3rk2/6p1/2b5/8 w - - 2 83",0.0
"8/8/3K4/5k2/p3r2R/8/2b3p1/8 w - - 2 85",0.0
"8/8/3K3R/5k2/p3r3/8/2b3p1/8 w - - 6 87",0.0
"7R/8/3K2k1/8/p3r3/1b6/6p1/8 w - - 10 89",0.0
"1K6/4r3/6k1/8/8/p1q5/8/8 w - - 2 95",0.0
"r1bqkb1r/2pppppp/2n2n2/p7/4P3/2NB1N2/PPPP1PPP/R1BQK2R w KQkq - 3 7",0.0
"r2qkb1r/2pppppp/2n5/4P3/p5n1/2NP1N2/PP1PQPPP/R1B2RK1 w kq - 1 11",0.0
"r2qkb1r/2ppppp1/2n4n/4P2p/p3Q3/2NP1N1P/PP1P1PP1/R1B2RK1 w kq - 1 13",0.0
"r2qkb1r/2pppp2/2n3p1/4Pn1p/N3Q3/P2P1N1P/1P1P1PP1/R1B2RK1 w kq - 1 15",0.0
"r2qkb1r/2p1pp2/2n3p1/2NpPn2/P3Q2p/3P1N1P/1P1P1PP1/R1B2RK1 w kq d6 0 17",0.0
"r2qk2r/2p2p2/2n1p1pb/2NpPn2/P5Qp/3P1N1P/1P1P1PP1/R1B2RK1 w kq - 0 19",0.0
"4k2r/1Np1qp2/r1n1p1pb/P2pPn2/6Qp/3P1N1P/1P1P1PP1/R1B2RK1 w k - 1 21",0.0
"4k2r/1Np2p2/r3p1pb/P2pPn2/1n5p/1P1P1N1P/3P1PP1/R1B2RK1 w k - 0 23",0.0
"5rk1/1Np2p2/r1n1p1pb/P2pPn2/R2P3p/1P3N1P/3P1PP1/2B2RK1 w - - 3 25",0.0
"r5k1/rNR2p2/P3p1p1/1P2Pn2/R2p1b1p/5N1P/3P1PP1/7K w - - 1 33",0.0
"r5k1/rN6/P4p2/1P2p1p1/2R4p/7P/3P1PP1/6K1 w - - 0 39",0.0
"2r3k1/rN6/P4p2/1P4p1/3R3p/7P/5PP1/6K1 w - - 1 41",0.0
"6k1/rN6/P4p2/1P4p1/7p/7P/4rPP1/2R3K1 w - - 5 43",0.0
"2N3k1/3r4/P4p2/1P4p1/7p/7P/r4PP1/2R3K1 w - - 9 45",0.0
"3r2k1/8/PN3p2/rP4p1/7p/6PP/5P2/2R3K1 w - - 1 47",0.0
"8/5k2/P4N2/1r4p1/7p/6PP/5P2/6K1 w - - 0 51",0.0
"8/8/P7/r4k2/4NP1p/7P/6K1/8 w - - 1 55",0.0
"8/8/P7/6N1/5k1p/7P/r7/6K1 w - - 0 57",0.0
"8/8/r3N3/8/7p/6kP/8/5K2 w - - 0 59",0.0
"8/8/6r1/8/4N2p/7k/8/5K2 w - - 0 61",0.0
"8/8/8/8/4N2p/4K3/6rk/8 w - - 4 63",0.0
"8/8/3N4/8/8/5K1p/6r1/6k1 w - - 0 65",0.0
"8/8/8/3q4/5K2/8/8/6k1 w - - 2 69",0.0
"8/8/8/3q4/5K2/7k/8/8 w - - 6 71",0.0
"8/8/8/3q4/5k2/8/4K3/8 w - - 10 73",0.0
"8/8/8/8/8/4k3/q7/4K3 w - - 14 75",0.0
"r1b1kb1r/p2ppppp/n1p2n2/8/1q3B2/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 2 7",0.5
"r1b1kb1r/p2ppppp/2p5/2n1B3/4q3/2P2N2/P1P1PPPP/1RQ1KB1R w Kkq - 3 11",0.5
"r1b1kb1r/p2ppppp/2p5/2n1B3/1RP1q3/5N2/P1P1PPPP/2Q1KB1R w Kkq - 1 13",0.5
"r1b1kb1r/p2ppppp/2p5/2n1B3/1RP1q3/5N2/P2QPPPP/4KB1R w Kkq - 2 15",0.5
"r1b1kb1r/3ppppp/2p5/p3B3/1RP1n3/5N2/P3PPPP/4KB1R w Kkq - 0 17",0.5
"r3kb1r/4pppp/2ppb3/p7/2PBn3/1R3N2/P3PPPP/4KB1R w Kkq - 2 19",0.5
"r3kb1r/4pppp/1R1pb3/2p5/p1PBn3/4PN2/P4PPP/4KB1R w Kkq - 0 21",0.5
"r3kb1r/4pppp/1R1p4/2p5/p1PBb3/4PN2/P4PPP/4K2R w Kkq - 0 23",0.5
"r3kb1r/4ppp1/1R1p4/2p4p/2P1b2P/p1B1PN2/P4PP1/4K2R w Kkq - 0 25",0.5
"r3kb1r/5pp1/3p4/2p1p2p/2P4P/pR2PN2/P1bB1PP1/4K2R w Kkq - 2 27",0.5
"4kb1r/5pp1/3p4/2p1p2p/2R4P/r3PN2/5PP1/4K2R w Kk - 0 31",0.5
"5rk1/4bpp1/3p4/2p1p2p/2R4P/r3PN2/5PP1/1R4K1 w - - 4 33",0.5
"4r1k1/1R3pp1/8/r1ppp1Pp/8/4P3/5PP1/2R3K1 w - - 3 37",0.5
"4r1k1/2R3p1/6p1/r1p1p2p/3p4/4P3/5PP1/2R3K1 w - - 0 39",0.5
"4r1k1/2R3p1/6p1/2R1p2p/4P3/3p4/r4PP1/6K1 w - - 0 41",0.5
"8/2R3p1/5kp1/4p2p/4P3/3p4/5PPK/r7 w - - 3 45",0.5
"8/5kp1/3R2p1/4p2p/4P3/3p4/5PPK/3r4 w - - 7 47",0.5
